timestamp_ms,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z
70,-3.14077e+36,0.205875,-0.0371106,9.7089,0.363914,-1.04104,-2.83057,4.01611,-0.639404
71,-3.14341e+36,0.20756,-0.0257559,9.69968,0.324174,-0.963351,1.53711,4.01611,-0.637451
72,-3.14605e+36,0.186437,-0.0356908,9.69444,0.273112,-0.908255,-5.24487,4.01733,-0.639648
73,-3.14869e+36,0.19277,-0.0483888,9.69074,0.294705,-0.987301,7.37158,4.01733,-0.642334
74,-3.15133e+36,0.197831,-0.0518543,9.70167,0.246166,-1.04877,5.22021,4.01758,-0.635254
75,-3.15397e+36,0.19453,-0.0348955,9.71813,0.226033,-0.992654,3.48853,4.01807,-0.637451
76,-3.15661e+36,0.210322,-0.0316669,9.68312,0.179031,-1.02639,-3.46045,4.0166,-0.63501
77,-3.15925e+36,0.19751,-0.0235843,9.6869,0.260177,-1.14923,0.605957,4.01611,-0.63623
78,-3.16189e+36,0.19303,-0.0323906,9.67232,0.143094,-1.0208,-3.19824,4.0166,-0.642334
79,-3.16453e+36,0.193012,-0.024815,9.68329,0.205465,-1.03008,6.40088,4.01733,-0.635742
80,-3.16718e+36,0.190701,-0.0317497,9.69615,0.20818,-1.05313,2.28369,4.01709,-0.640869
81,-3.16982e+36,0.189457,-0.051608,9.68157,0.247472,-1.12121,-4.35132,4.01587,-0.634521
82,-3.17246e+36,0.206607,-0.035338,9.71242,0.251237,-1.02444,-2.14941,4.0166,-0.635986
83,-3.1751e+36,0.199297,-0.025591,9.71613,0.220346,-0.996086,-0.993896,4.01587,-0.637451
84,-3.17774e+36,0.195934,-0.0490374,9.6961,0.278721,-1.22664,1.26025,4.01733,-0.63623
85,-3.18038e+36,0.195271,-0.0614282,9.69979,0.304899,-1.03871,-7.39429,4.01611,-0.641357
86,-3.18302e+36,0.196752,-0.0538757,9.67961,0.235817,-1.04066,1.60303,4.01587,-0.634277
87,-3.18566e+36,0.204306,-0.0428971,9.69594,0.159666,-1.02424,-6.58276,4.01709,-0.634033
88,-3.1883e+36,0.204891,-0.064567,9.69966,0.325006,-1.02931,-4.24731,4.0166,-0.638916
89,-3.19094e+36,0.219528,-0.0520027,9.69024,0.274725,-1.11496,0.996582,4.01831,-0.632324
90,-3.19358e+36,0.220391,-0.0608725,9.66827,0.339811,-1.00185,0.0292969,4.01562,-0.638916
91,-3.19622e+36,0.204925,-0.0340644,9.69403,0.298649,-1.03202,3.56885,4.0166,-0.634766
92,-3.19887e+36,0.201998,-0.0411029,9.66846,0.145924,-1.08925,-6.49219,4.01855,-0.641846
93,-3.20151e+36,0.192992,-0.025845,9.65754,0.246844,-1.02433,3.79053,4.01758,-0.639404
94,-3.20415e+36,0.19539,-0.0512781,9.66491,0.217683,-1.2042,-4.61401,4.01611,-0.637695
95,-3.20679e+36,0.184053,-0.0649799,9.70175,0.242272,-1.0833,-1.10107,4.01733,-0.637939
96,-3.20943e+36,0.193086,-0.0282821,9.72896,0.238686,-1.09306,6.61035,4.01733,-0.63916
97,-3.21207e+36,0.196771,-0.0502666,9.69416,0.239557,-1.0195,-1.64917,4.01562,-0.639893
98,-3.21471e+36,0.177428,-0.0287909,9.7127,0.298086,-1.05026,7.18945,4.01611,-0.636719
99,-3.21735e+36,0.200933,-0.0258974,9.70866,0.185434,-1.05577,7.00415,4.01733,-0.637939
100,-3.21999e+36,0.200172,-0.0401483,9.72521,0.273726,-1.07413,-5.50781,4.01758,-0.636475
101,-3.22263e+36,0.210932,-0.0384929,9.72867,0.201046,-1.02819,0.0654297,4.01782,-0.632812
102,-3.22527e+36,0.20365,-0.0581698,9.70139,0.216568,-0.990861,-0.930664,4.01733,-0.638428
103,-3.22791e+36,0.201813,-0.0504491,9.70322,0.21133,-1.04178,2.86133,4.01611,-0.632812
104,-3.23056e+36,0.216203,-0.0454489,9.69564,0.152059,-1.05346,-4.19409,4.01611,-0.641357
105,-3.2332e+36,0.212756,-0.0376252,9.71214,0.254823,-1.04263,-1.96704,4.01758,-0.636963
106,-3.23584e+36,0.180409,-0.0522159,9.7054,0.28273,-1.1171,7.17358,4.01807,-0.638916
107,-3.23848e+36,0.20062,-0.0473789,9.7087,0.18765,-1.17222,-6.09814,4.01758,-0.643311
108,-3.24112e+36,0.196796,-0.0450182,9.70327,0.302696,-1.11307,5.01318,4.01538,-0.632324
109,-3.24376e+36,0.219133,-0.0311294,9.70099,0.218425,-1.08791,3.04517,4.01611,-0.639404
110,-3.2464e+36,0.211132,-0.0653789,9.67745,0.230733,-1.07824,7.80469,4.01709,-0.635254
111,-3.24904e+36,0.212708,-0.0375977,9.70478,0.120016,-1.0903,-3.64331,4.01611,-0.632568
112,-3.25168e+36,0.217259,-0.0137013,9.70644,0.321395,-1.08535,4.27539,4.01831,-0.636475
113,-3.25432e+36,0.195773,-0.0287441,9.69222,0.269808,-1.06138,-7.49878,4.01587,-0.634277
114,-3.25696e+36,0.179303,-0.0587267,9.70363,0.143837,-1.02833,2.54468,4.01782,-0.639893
115,-3.2596e+36,0.199049,-0.0209863,9.69579,0.319909,-1.02139,-3.43652,4.01831,-0.634277
116,-3.26225e+36,0.193234,-0.0514604,9.69052,0.30349,-1.02262,-1.57446,4.01831,-0.638916
117,-3.26489e+36,0.186724,-0.0323319,9.70155,0.242823,-0.999813,-4.18286,4.01733,-0.638184
118,-3.26753e+36,0.195508,-0.0234312,9.67206,0.279157,-1.23204,-7.31689,4.01733,-0.636963
119,-3.27017e+36,0.20008,-0.0324956,9.66102,0.303439,-1.06706,3.83032,4.01758,-0.640381
120,-3.27281e+36,0.201822,-0.0339448,9.6793,0.248829,-1.08848,-1.49438,4.01758,-0.634277
121,-3.27545e+36,0.186203,-0.0454752,9.68698,0.354399,-0.994344,5.30884,4.01978,-0.641357
122,-3.27809e+36,0.208785,-0.0609396,9.68478,0.317181,-1.09541,-3.68433,4.01709,-0.637695
123,-3.28073e+36,0.185906,-0.0390767,9.6888,0.209063,-1.01867,4.9458,4.0166,-0.634033
124,-3.28337e+36,0.176294,-0.0489974,9.71833,0.353041,-1.05378,5.07593,4.01758,-0.637939
125,-3.28601e+36,0.1815,-0.0434092,9.70539,0.303951,-1.1146,-2.72729,4.01782,-0.635254
126,-3.28865e+36,0.220208,-0.0305889,9.69358,0.308805,-1.04276,-6.98926,4.01709,-0.63501
127,-3.29129e+36,0.19858,-0.0437146,9.67941,0.232603,-1.01267,-6.28076,4.01709,-0.634766
128,-3.29394e+36,0.211901,-0.0367223,9.70476,0.204645,-1.02162,-3.4873,4.01733,-0.637451
129,-3.29658e+36,0.20511,-0.0524802,9.70497,0.26813,-1.05984,7.25537,4.01587,-0.635742
130,-3.29922e+36,0.19631,-0.0278699,9.67207,0.381703,-1.08428,-7.67163,4.01758,-0.635986
131,-3.30186e+36,0.19728,-0.0108045,9.68663,0.347009,-1.0227,-4.79834,4.01685,-0.639404
132,-3.3045e+36,0.188869,-0.026257,9.6997,0.31453,-1.0676,2.41455,4.01709,-0.637695
133,-3.30714e+36,0.191767,-0.0297593,9.6905,0.246614,-1.0295,-1.06055,4.0166,-0.636475
134,-3.30978e+36,0.182697,-0.0526974,9.69264,0.238866,-1.12275,-0.732666,4.0166,-0.636719
135,-3.31242e+36,0.203004,-0.0480362,9.70134,0.264787,-1.11512,-7.21313,4.01831,-0.63916
136,-3.31506e+36,0.195261,-0.0250314,9.71606,0.316349,-1.0103,0.657227,4.01709,-0.637451
137,-3.3177e+36,0.217727,-0.0281228,9.68079,0.221115,-1.02693,-4.22241,4.01758,-0.633789
138,-3.32034e+36,0.233458,-0.0360661,9.68416,0.300442,-1.08376,5.40576,4.01636,-0.638428
139,-3.32298e+36,0.189336,-0.0364375,9.70343,0.244193,-0.92265,0.288818,4.01782,-0.631104
140,-3.32563e+36,0.203971,-0.0517451,9.68488,0.372431,-1.06295,1.87646,4.01758,-0.636475
141,-3.32827e+36,0.189617,-0.0519678,9.71634,0.287725,-1.08009,0.513184,4.01685,-0.637695
142,-3.33091e+36,0.169051,-0.0484403,9.70397,0.303541,-1.16084,-7.13354,4.01733,-0.636475
143,-3.33355e+36,0.191426,-0.042075,9.71627,0.264224,-1.03633,-6.37427,4.01855,-0.641846
144,-3.33619e+36,0.192282,-0.0455989,9.69612,0.178121,-1.12239,6.9917,4.01685,-0.633789
145,-3.33883e+36,0.218954,-0.0232248,9.68809,0.296049,-1.10478,4.55078,4.01807,-0.637451
146,-3.34147e+36,0.218015,-0.0336985,9.68816,0.342526,-1.14114,-2.25293,4.01587,-0.635254
147,-3.34411e+36,0.211159,-0.0384877,9.65721,0.309279,-1.06939,2.91357,4.0166,-0.638428
148,-3.34675e+36,0.181822,-0.046862,9.70007,0.197038,-1.01988,4.27881,4.01562,-0.639893
149,-3.34939e+36,0.186652,-0.0451209,9.68164,0.278491,-1.14557,-3.9585,4.01611,-0.633789
150,-3.35203e+36,0.180678,-0.0294184,9.70918,0.289799,-1.02443,-2.03149,4.01685,-0.636475
151,-3.35467e+36,0.194986,-0.0669746,9.66693,0.319755,-1.03187,-7.55396,4.01782,-0.633301
152,-3.35732e+36,0.187542,-0.0253273,9.71086,0.274405,-1.08953,-3.26416,4.01685,-0.638428
153,-3.35996e+36,0.205129,-0.0334369,9.7178,0.304092,-1.04625,5.46973,4.01733,-0.638672
154,-3.3626e+36,0.204065,-0.0331685,9.68853,0.224727,-0.979796,4.0166,4.01562,-0.636475
155,-3.36524e+36,0.199605,-0.0326643,9.67033,0.201674,-1.11033,3.15186,4.01514,-0.638916
156,-3.36788e+36,0.201395,-0.0305583,9.6776,0.256501,-0.999096,3.82056,4.01514,-0.636719
157,-3.37052e+36,0.2085,-0.0288014,9.68476,0.2919,-0.972073,-6.25488,4.01709,-0.639893
158,-3.37316e+36,0.201022,-0.0295958,9.69594,0.277108,-1.17521,-1.04639,4.01587,-0.634277
159,-3.3758e+36,0.19018,-0.0413515,9.67614,0.336981,-1.10808,6.12476,4.01807,-0.638916
160,-3.37844e+36,0.201593,-0.0546128,9.66861,0.297048,-1.0775,-1.53149,4.01587,-0.638916
161,-3.38108e+36,0.188608,-0.047328,9.73301,0.189289,-1.00761,1.08936,4.01758,-0.638672
162,-3.38372e+36,0.204973,-0.0557944,9.69419,0.308075,-1.05326,-6.81763,4.01636,-0.643799
163,-3.38636e+36,0.205166,-0.0551839,9.71617,0.309919,-1.0468,4.09399,4.01636,-0.635986
164,-3.38901e+36,0.213894,-0.0500007,9.69578,0.344153,-1.18101,-7.59106,4.01611,-0.637939
165,-3.39165e+36,0.195432,-0.027837,9.70713,0.273381,-1.12275,-3.34033,4.01514,-0.637695
166,-3.39429e+36,0.193839,-0.0384292,9.6926,0.31371,-1.00254,5.58862,4.01685,-0.637939
167,-3.39693e+36,0.198431,-0.0455522,9.6962,0.437325,-1.04486,-0.209229,4.01733,-0.637451
168,-3.39957e+36,0.171269,-0.0630638,9.70619,0.254964,-1.06772,-1.63696,4.01611,-0.634277
169,-3.40221e+36,0.201208,-0.0394763,9.6723,0.344153,-1.11851,3.92261,4.01733,-0.641846
170,-3.40485e+36,0.230833,-0.0500652,9.7247,0.295921,-1.03316,1.90356,4.0166,-0.633301
171,-3.40749e+36,0.227833,-0.044314,9.68079,0.207309,-1.0114,-0.445068,4.01733,-0.639893
172,-3.41013e+36,0.211076,-0.0426123,9.68674,0.297035,-1.04552,-5.38013,4.02026,-0.640869
173,-3.41277e+36,0.192254,-0.0241214,9.69631,0.20631,-1.03927,4.77441,4.01758,-0.635742
174,-3.41541e+36,0.205338,-0.037651,9.69055,0.326492,-1.05244,-2.5686,4.0166,-0.642334
175,-3.41805e+36,0.180435,-0.0443691,9.68946,0.338454,-1.00853,-6.29395,4.01709,-0.634277
176,-3.4207e+36,0.193401,-0.0666898,9.7094,0.45893,-0.972534,0.487549,4.01636,-0.640869
177,-3.42334e+36,0.191484,-0.0479132,9.66906,0.350454,-1.09254,5.57397,4.01782,-0.63501
178,-3.42598e+36,0.19261,-0.0602533,9.69111,0.197396,-1.07677,5.4314,4.0166,-0.634521
179,-3.42862e+36,0.193409,-0.0249824,9.69454,0.319397,-1.0917,7.18921,4.01611,-0.640381
180,-3.43126e+36,0.216238,-0.046805,9.67023,0.306743,-0.985892,2.62402,4.01733,-0.634766
181,-3.4339e+36,0.233577,-0.0271769,9.71908,0.276083,-1.1425,7.26855,4.01587,-0.637451
182,-3.43654e+36,0.195923,-0.027384,9.70003,0.368038,-1.01514,2.99341,4.01562,-0.637695
183,-3.43918e+36,0.199583,-0.0343317,9.73479,0.194719,-1.15521,-0.0644531,4.01709,-0.635986
184,-3.44182e+36,0.190592,-0.0480111,9.72783,0.207091,-1.13075,-4.73535,4.0188,-0.635498
185,-3.44446e+36,0.1854,-0.0416639,9.72978,0.273662,-1.08946,1.06226,4.01807,-0.633301
186,-3.4471e+36,0.187133,-0.0507711,9.70416,0.291964,-0.955821,0.36792,4.01758,-0.645264
187,-3.44974e+36,0.20925,-0.0412789,9.69246,0.284933,-1.04132,4.50146,4.01562,-0.633057
188,-3.45239e+36,0.201008,-0.0438721,9.68176,0.322022,-1.12016,-2.36963,4.01489,-0.638916
189,-3.45503e+36,0.200199,-0.0120163,9.69992,0.201533,-1.03731,-2.89795,4.01733,-0.636475
190,-3.45767e+36,0.213658,-0.0327408,9.7308,0.259831,-1.00916,2.35107,4.01538,-0.637939
191,-3.46031e+36,0.191198,-0.0453629,9.70959,0.170834,-1.03261,0.10498,4.01782,-0.641357
192,-3.46295e+36,0.191728,-0.055962,9.71149,0.421201,-1.04364,0.591064,4.01758,-0.633301
193,-3.46559e+36,0.211658,-0.0445068,9.68152,0.394818,-1.04902,6.09888,4.01758,-0.640381
194,-3.46823e+36,0.171776,-0.0437854,9.7139,0.38648,-1.0288,1.8623,4.01831,-0.633789
195,-3.47087e+36,0.198517,-0.0200049,9.69097,0.402976,-0.95121,-2.62085,4.01636,-0.638428
196,-3.47351e+36,0.195211,-0.0266494,9.68014,0.303349,-0.986058,-7.67041,4.01685,-0.639404
197,-3.47615e+36,0.21134,-0.0353431,9.6449,0.257346,-1.08754,-6.43726,4.01636,-0.635498
198,-3.47879e+36,0.19085,-0.0491275,9.68779,0.387338,-1.13629,6.99341,4.01562,-0.638916
199,-3.48143e+36,0.184745,-0.0553137,9.69903,0.275737,-1.04728,3.2937,4.0166,-0.632812
200,-3.48408e+36,0.20334,-0.0218268,9.67809,0.261265,-1.05673,7.09814,4.01562,-0.637939
201,-3.48672e+36,0.190443,-0.0458098,9.7025,0.19349,-1.06633,0.460205,4.01733,-0.633057
202,-3.48936e+36,0.210828,-0.0470924,9.72385,0.274764,-0.996406,-0.195068,4.01636,-0.636475
203,-3.492e+36,0.186353,-0.0593544,9.69726,0.308511,-1.13566,3.96167,4.01733,-0.634521
204,-3.49464e+36,0.198037,-0.0268684,9.69119,0.344243,-1.02101,2.20532,4.0166,-0.636719
205,-3.49728e+36,0.201814,-0.0360452,9.67833,0.320908,-1.02127,3.33179,4.01782,-0.640869
206,-3.49992e+36,0.21135,-0.0237159,9.66879,0.26585,-0.977119,2.10962,4.01978,-0.633301
207,-3.50256e+36,0.201936,-0.0390234,9.66006,0.288224,-1.12516,4.53979,4.01636,-0.636963
208,-3.5052e+36,0.185204,-0.0678622,9.69381,0.358394,-1.12817,-5.15381,4.01758,-0.638428
209,-3.50784e+36,0.188639,-0.0308026,9.7008,0.301018,-1.13032,5.94092,4.01782,-0.631592
210,-3.51048e+36,0.182455,-0.0280511,9.68452,0.294948,-0.911777,-1.58643,4.01758,-0.639893
211,-3.51312e+36,0.196591,-0.0473655,9.68055,0.316797,-1.1495,3.47729,4.0166,-0.635254
212,-3.51577e+36,0.192515,-0.0334263,9.69527,0.342232,-1.02889,2.37402,4.01807,-0.637939
213,-3.51841e+36,0.216748,-0.0296799,9.70544,0.252813,-1.06576,-4.23535,4.01733,-0.637207
214,-3.52105e+36,0.231984,-0.0529483,9.69046,0.331038,-1.05143,3.58081,4.01782,-0.635742
215,-3.52369e+36,0.220084,-0.0294678,9.66139,0.365233,-1.10104,-1.61157,4.0166,-0.641357
216,-3.52633e+36,0.212899,-0.0131994,9.68719,0.368102,-0.945204,4.39478,4.01685,-0.631836
217,-3.52897e+36,0.214843,-0.0310818,9.70377,0.34715,-1.013,1.66675,4.01733,-0.639404
218,-3.53161e+36,0.19666,-0.045296,9.71184,0.242055,-1.01759,-4.02539,4.01733,-0.634766
219,-3.53425e+36,0.189952,-0.0646429,9.69208,0.311367,-1.07038,-5.78271,4.01709,-0.636475
220,-3.53689e+36,0.201248,-0.059746,9.69717,0.241107,-1.03239,-1.29736,4.01709,-0.637939
221,-3.53953e+36,0.187865,-0.0467613,9.7104,0.305091,-1.05709,2.8208,4.01685,-0.634766
222,-3.54217e+36,0.185268,-0.040848,9.68298,0.225418,-1.07234,0.760254,4.01831,-0.636475
223,-3.54481e+36,0.224759,-0.0350183,9.6999,0.347137,-1.15705,-6.97852,4.01929,-0.637695
224,-3.54746e+36,0.23058,-0.0372634,9.66859,0.297176,-1.07655,-2.6604,4.01636,-0.639893
225,-3.5501e+36,0.211561,-0.0468584,9.74448,0.325916,-1.02065,-7.59106,4.01611,-0.638428
226,-3.55274e+36,0.225401,-0.0431784,9.66704,0.258345,-1.12181,-7.75049,4.01758,-0.635498
227,-3.55538e+36,0.200237,-0.045307,9.70095,0.234024,-1.08935,-6.5835,4.01782,-0.640869
