timestamp_ms,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z
153,-4.92366e-38,-0.355251,-0.0986281,9.84744,2.90519,0.45455,5.11523,3.99658,-0.587891
154,-4.92833e-38,-0.34945,-0.102913,9.88846,2.85343,0.479294,-6.16284,3.99561,-0.590088
155,-4.933e-38,-0.340201,-0.123006,9.88837,2.88176,0.483136,6.84961,3.99365,-0.585205
156,-4.93767e-38,-0.348444,-0.126792,9.87418,2.9169,0.526475,-0.968262,3.99487,-0.588379
157,-4.94234e-38,-0.330375,-0.117828,9.84654,2.87412,0.513796,1.34058,3.99463,-0.589111
158,-4.94701e-38,-0.348389,-0.120606,9.89461,2.98211,0.337852,0.60791,3.99341,-0.587402
159,-4.95168e-38,-0.350689,-0.112324,9.89619,2.74124,0.434469,4.54077,3.99438,-0.590088
160,-4.95635e-38,-0.356771,-0.108461,9.89066,2.87948,0.449043,-5.79321,3.9939,-0.586182
161,-4.96102e-38,-0.348159,-0.112556,9.85465,2.80745,0.362621,-5.05566,3.99146,-0.590576
162,-4.96569e-38,-0.360018,-0.103245,9.89643,2.91721,0.425478,6.90527,3.99121,-0.584229
163,-4.97036e-38,-0.343827,-0.100121,9.86547,2.87584,0.44118,6.37549,3.99561,-0.590576
164,-4.97503e-38,-0.345134,-0.101262,9.8934,2.91933,0.542381,-0.338135,3.99438,-0.590088
165,-4.97971e-38,-0.357485,-0.10906,9.896,2.83086,0.464335,7.16528,3.99341,-0.588867
166,-4.98438e-38,-0.357172,-0.0947574,9.85859,2.90919,0.374352,-4.00879,3.99365,-0.588379
167,-4.98905e-38,-0.359943,-0.132916,9.88001,2.85396,0.383189,-4.8457,3.9917,-0.587891
168,-4.99372e-38,-0.362724,-0.133314,9.89138,2.8327,0.387364,2.07837,3.99219,-0.589355
169,-4.99839e-38,-0.36812,-0.118969,9.87776,2.96272,0.356678,5.48438,3.99512,-0.584717
170,-5.00306e-38,-0.345863,-0.131317,9.89026,2.88729,0.494022,6.21924,3.99463,-0.586914
171,-5.00773e-38,-0.351111,-0.104074,9.89956,2.77789,0.375402,4.64478,3.99487,-0.590088
172,-5.0124e-38,-0.363167,-0.115997,9.87495,2.92773,0.526014,0.345215,3.99341,-0.586426
173,-5.01707e-38,-0.338029,-0.102332,9.89472,3.00732,0.442204,-2.85889,3.99609,-0.590576
174,-5.02174e-38,-0.337748,-0.121396,9.87632,2.84838,0.464361,-7.47681,3.9978,-0.58374
175,-5.02641e-38,-0.343994,-0.113132,9.9017,2.95173,0.30089,-6.6333,3.99487,-0.587891
176,-5.03108e-38,-0.341922,-0.10012,9.87173,2.93803,0.4587,4.96338,3.99219,-0.588867
177,-5.03575e-38,-0.362908,-0.103401,9.85558,2.93288,0.445278,-1.54102,3.9917,-0.587402
178,-5.04043e-38,-0.374474,-0.125494,9.88874,2.92041,0.487567,-7.78613,3.9939,-0.5896
179,-5.0451e-38,-0.361002,-0.126212,9.90399,2.8648,0.487926,5.17212,3.99316,-0.58374
180,-5.04977e-38,-0.347032,-0.122974,9.90057,2.87976,0.425068,-3.06372,3.99292,-0.59375
181,-5.05444e-38,-0.339839,-0.115835,9.8729,2.94495,0.491896,-0.286377,3.99512,-0.586426
182,-5.05911e-38,-0.345674,-0.0968532,9.89192,2.85427,0.526603,7.00732,3.99365,-0.588379
183,-5.06378e-38,-0.32814,-0.0952525,9.89417,2.93982,0.337954,4.69824,3.99414,-0.587891
184,-5.06845e-38,-0.331192,-0.10881,9.87538,2.94023,0.464002,-7.573,3.99121,-0.584717
185,-5.07312e-38,-0.33476,-0.1191,9.89858,2.83726,0.437747,6.32422,3.99438,-0.588379
186,-5.07779e-38,-0.354314,-0.102698,9.85518,2.88529,0.383138,-6.94678,3.99365,-0.585693
187,-5.08246e-38,-0.365856,-0.117362,9.91173,3.00847,0.462542,3.01831,3.99536,-0.589355
188,-5.08713e-38,-0.338987,-0.120534,9.8796,2.8909,0.463695,2.75977,3.99268,-0.588867
189,-5.0918e-38,-0.35941,-0.113134,9.86078,2.85568,0.445278,-7.3147,3.99414,-0.586914
190,-5.09648e-38,-0.352569,-0.113673,9.83004,2.86039,0.493458,-6.8938,3.99341,-0.590576
191,-5.10115e-38,-0.335095,-0.133954,9.88004,2.86931,0.459161,-3.0647,3.99365,-0.58374
192,-5.10582e-38,-0.340334,-0.111093,9.88031,2.85937,0.454755,-5.3208,3.9939,-0.591064
193,-5.11049e-38,-0.356257,-0.121667,9.87037,2.86605,0.413183,-4.53735,3.99609,-0.586914
194,-5.11516e-38,-0.359237,-0.121582,9.88542,2.87394,0.508622,-2.96021,3.9939,-0.587891
195,-5.11983e-38,-0.356965,-0.1307,9.8811,2.91931,0.515128,3.55029,3.98999,-0.586914
196,-5.1245e-38,-0.357066,-0.117951,9.87307,2.89974,0.355423,3.28394,3.99292,-0.587402
197,-5.12917e-38,-0.350012,-0.106221,9.8799,2.96213,0.428116,-6.63281,3.99438,-0.587891
198,-5.13384e-38,-0.346012,-0.0840027,9.8766,2.93204,0.468331,-3.7478,3.99438,-0.58374
199,-5.13851e-38,-0.343715,-0.0935582,9.8668,2.79697,0.568149,-5.68848,3.9939,-0.588379
200,-5.14318e-38,-0.334303,-0.104884,9.86458,2.85673,0.506855,0.873047,3.99121,-0.588867
201,-5.14785e-38,-0.346026,-0.124699,9.89965,2.79049,0.441103,-0.38916,3.99316,-0.585205
202,-5.15253e-38,-0.354863,-0.103421,9.90177,2.9859,0.318641,4.85767,3.99292,-0.588379
203,-5.1572e-38,-0.340289,-0.101026,9.86721,2.91726,0.389464,4.43799,3.99292,-0.585693
204,-5.16187e-38,-0.369775,-0.123416,9.86006,2.94541,0.463976,-7.83862,3.9939,-0.588867
205,-5.16654e-38,-0.345738,-0.129529,9.88334,2.92381,0.473121,-0.812744,3.99634,-0.587891
206,-5.17121e-38,-0.328988,-0.110383,9.8749,2.91918,0.479217,3.75195,3.99609,-0.587402
207,-5.17588e-38,-0.348714,-0.112832,9.89003,2.78352,0.487644,-6.2666,3.99463,-0.586914
208,-5.18055e-38,-0.355232,-0.121324,9.86903,2.81554,0.405781,-2.64819,3.99536,-0.584229
209,-5.18522e-38,-0.325784,-0.098693,9.8898,2.97499,0.413106,-3.4873,3.99561,-0.587402
210,-5.18989e-38,-0.346004,-0.120583,9.87176,2.96774,0.54274,-6.78906,3.99316,-0.584717
211,-5.19456e-38,-0.331077,-0.132573,9.86424,2.85015,0.471789,7.84302,3.99634,-0.587402
212,-5.19923e-38,-0.355653,-0.131082,9.85875,2.81869,0.371791,7.00879,3.99243,-0.584717
213,-5.2039e-38,-0.349742,-0.106625,9.86434,2.85558,0.523837,1.7085,3.9939,-0.586914
214,-5.20857e-38,-0.351131,-0.112896,9.87082,2.9075,0.403808,6.79468,3.99585,-0.590576
215,-5.21325e-38,-0.358048,-0.125328,9.86498,2.84403,0.30294,-3.0144,3.99512,-0.585205
216,-5.21792e-38,-0.326307,-0.131486,9.8737,2.93624,0.417256,7.84595,3.99438,-0.588867
217,-5.22259e-38,-0.352813,-0.120799,9.90595,2.82771,0.412748,-1.75488,3.99463,-0.585938
218,-5.22726e-38,-0.354894,-0.122478,9.86236,2.83555,0.46349,-5.69043,3.99585,-0.587891
219,-5.23193e-38,-0.350182,-0.112799,9.88584,2.95178,0.506009,-7.99902,3.99585,-0.586426
220,-5.2366e-38,-0.337562,-0.131595,9.8827,2.93045,0.480574,-6.26343,3.99268,-0.584229
221,-5.24127e-38,-0.352696,-0.123324,9.87665,2.86423,0.571377,0.870117,3.99292,-0.590088
222,-5.24594e-38,-0.354903,-0.134844,9.90393,2.80209,0.471789,0.345703,3.99316,-0.584717
223,-5.25061e-38,-0.332375,-0.107162,9.91485,2.86237,0.455498,-3.06348,3.99316,-0.591553
224,-5.25528e-38,-0.347037,-0.128148,9.8932,2.84523,0.497915,7.58301,3.99487,-0.5896
225,-5.25995e-38,-0.348594,-0.113025,9.87193,2.89682,0.498837,-6.57715,3.99219,-0.586914
226,-5.26462e-38,-0.343376,-0.0990012,9.88211,2.88281,0.442383,3.59473,3.99585,-0.590576
227,-5.2693e-38,-0.351544,-0.120306,9.89925,2.8731,0.649014,5.01294,3.99438,-0.586182
228,-5.27397e-38,-0.352932,-0.130915,9.87864,2.96124,0.506855,0.609375,3.99243,-0.591553
229,-5.27864e-38,-0.350287,-0.124842,9.89878,2.98311,0.532699,-0.91333,3.99341,-0.587891
230,-5.28331e-38,-0.368403,-0.105166,9.89339,2.75566,0.484007,4.27417,3.9978,-0.586914
231,-5.28798e-38,-0.355326,-0.124853,9.86651,2.93542,0.372252,-3.90454,3.9939,-0.588379
232,-5.29265e-38,-0.338289,-0.0985071,9.87743,2.89305,0.497454,-2.17529,3.99536,-0.58252
233,-5.29732e-38,-0.350492,-0.0972022,9.89602,2.86265,0.373763,6.53149,3.99658,-0.589844
234,-5.30199e-38,-0.35917,-0.109601,9.87184,2.83598,0.638742,-1.22681,3.99219,-0.58374
235,-5.30666e-38,-0.342428,-0.111672,9.89479,2.9306,0.429397,-3.59033,3.99463,-0.589355
236,-5.31133e-38,-0.36668,-0.140584,9.86108,2.94574,0.621068,3.2854,3.9917,-0.588379
237,-5.316e-38,-0.373342,-0.100975,9.8961,2.87922,0.547018,-4.37427,3.99219,-0.588379
238,-5.32067e-38,-0.376455,-0.112519,9.8664,2.8824,0.592688,3.54712,3.99219,-0.589355
239,-5.32535e-38,-0.367722,-0.125084,9.88851,2.89761,0.454858,-3.64062,3.99243,-0.582031
240,-5.33002e-38,-0.341542,-0.102519,9.88699,2.85083,0.505945,-2.41138,3.99561,-0.591553
241,-5.33469e-38,-0.351454,-0.130207,9.87547,2.80581,0.466358,-5.47754,3.99365,-0.586426
242,-5.33936e-38,-0.321467,-0.108423,9.87037,2.91551,0.372969,0.13208,3.99609,-0.587891
243,-5.34403e-38,-0.341875,-0.0966807,9.87671,2.86021,0.408906,4.53516,3.99878,-0.587402
244,-5.3487e-38,-0.350435,-0.0980862,9.88828,2.97343,0.425324,2.49438,3.99512,-0.588379
245,-5.35337e-38,-0.343042,-0.0860459,9.87838,2.85983,0.422071,3.48975,3.99585,-0.590576
246,-5.35804e-38,-0.35531,-0.120159,9.87494,2.88088,0.448454,-0.547852,3.99414,-0.584717
247,-5.36271e-38,-0.369814,-0.129035,9.8817,2.84349,0.414592,7.6355,3.99487,-0.590576
248,-5.36738e-38,-0.379562,-0.124485,9.87973,2.97671,0.465539,6.95361,3.99463,-0.586426
